transaction_id,user_id,amount,currency,timestamp,payment_method,ip_address,card_number
04a931f8-d5b1-4f79-adc5-8900975cb72c,user_17,1234.15,JPY,2025-04-23T07:18:08.990505,paypal,206.243.60.253,************8543
76f2dec5-a4ca-430f-ba44-6cab0a84fa3f,user_13,3886.25,JPY,2025-04-20T06:39:08.990524,bank_transfer,202.181.165.18,************2931
8c534ae0-fc9d-4bf3-bb05-ed5b60e35b3f,user_17,2702.98,USD,2025-04-23T02:00:08.990549,paypal,90.179.128.166,************3701
23841365-ca39-4350-b211-0d264f484b92,user_6,4080.84,GBP,2025-04-19T03:19:08.990607,credit_card,126.5.4.50,************3531
37bb6ed7-bf1d-4561-8ff8-9b1a4e80ae08,user_13,3776.81,USD,2025-04-19T12:40:08.990688,crypto,254.83.251.174,************9203
d2d39a57-2884-4690-a368-1c34a1730f75,user_13,3897.44,USD,2025-04-22T00:53:08.990724,credit_card,126.105.218.132,************4761
add65adc-a5ef-433a-9f77-825a3b75b6df,user_19,2910.72,CAD,2025-04-21T17:56:08.990747,crypto,28.231.87.88,************6776
90f847d5-7f2e-4f90-85e5-ac3cf3610dc4,user_20,3274.72,EUR,2025-04-26T03:54:08.990768,bank_transfer,147.247.247.28,************1853
8a89e511-a6ae-471c-8f11-ee60d88ae011,user_15,109.56,GBP,2025-04-21T18:10:08.990789,crypto,54.118.30.60,************3843
47065600-44f0-478f-8cc3-1f0f8f655f27,user_16,1325.24,USD,2025-04-23T14:11:08.990810,crypto,247.96.167.1,************9888
629809e3-27b5-44f9-8b47-f81e84eb5888,user_17,1291.62,AUD,2025-04-19T12:35:08.990830,bank_transfer,226.47.163.145,************8799
2a46ad81-c2a4-4b8d-8dc3-6a83f5bbcdfb,user_9,4232.48,AUD,2025-04-24T17:04:08.990850,bank_transfer,230.46.135.44,************5060
7311e30c-5c8c-47a1-8102-be50cccd7b10,user_5,3349.21,GBP,2025-04-26T08:43:08.990869,credit_card,60.112.87.64,************4264
ae0be3b5-93bf-466e-9bb7-ff52361a5b74,user_2,3887.94,CAD,2025-04-23T17:53:08.990889,bank_transfer,176.104.23.12,************6469
a90c0ba4-085f-4361-9f8c-ef9981c82b57,user_3,3573.68,JPY,2025-04-20T18:35:08.990909,bank_transfer,24.254.91.23,************7323
598a20c9-915f-48bd-980e-952ae44842c2,user_13,2094.59,JPY,2025-04-25T11:13:08.990928,crypto,165.17.252.163,************8003
d7c7fbb7-e703-4b67-ac23-a572b08d729d,user_4,3483.46,AUD,2025-04-25T04:55:08.990948,credit_card,74.215.30.244,************1300
8fa17e41-9a13-4550-9fc0-7a5bff734b15,user_11,3582.07,CAD,2025-04-25T04:50:08.990967,credit_card,4.252.132.20,************6084
2eaf4d53-26cb-484f-9733-c2660c16beef,user_19,368.04,EUR,2025-04-26T06:40:08.990986,crypto,12.183.83.61,************2532
c3ca5647-b823-4eca-a004-95868f123998,user_1,159.04,AUD,2025-04-20T13:31:08.991005,debit_card,249.51.226.16,************9902
502a4245-166f-4bea-bb4c-eaa23f2bb7d6,user_20,1590.41,GBP,2025-04-20T15:46:08.991026,paypal,17.171.229.30,************7590
22e20126-cdda-4520-927f-afe7f96139b2,user_20,574.47,USD,2025-04-25T22:37:08.991046,bank_transfer,43.91.36.227,************3757
885b1dc0-9534-4a8b-9be2-d7e954a37583,user_4,2327.47,JPY,2025-04-20T11:56:08.991065,crypto,83.152.169.21,************7668
b8d99913-4496-4367-acdf-93d9b14e1949,user_14,3541.85,CAD,2025-04-19T22:49:08.991085,debit_card,6.231.137.74,************2412
e3ea391b-9029-40bc-a5d0-fe6ab43ce55f,user_18,2912.82,EUR,2025-04-24T05:08:08.991104,bank_transfer,41.81.9.110,************7711
d3fab1b8-ed70-421f-9e58-ab22c6b142aa,user_18,2793.67,CAD,2025-04-22T12:40:08.991124,paypal,68.240.165.60,************2384
fdbb653b-8b5e-417c-b4af-6bddb5f05115,user_12,1406.55,AUD,2025-04-21T06:11:08.991143,crypto,236.47.14.119,************3656
100a27d4-ec2d-4dab-9fb8-12dc7bf69b32,user_5,3115.71,JPY,2025-04-23T15:08:08.991163,crypto,72.48.66.217,************2202
e44d845e-0f97-4e23-8a31-ebe20b0c53d9,user_18,4351.5,AUD,2025-04-24T21:34:08.991183,debit_card,192.225.190.68,************2880
037b834a-0830-42c6-ac49-01e3edc781f0,user_4,1974.62,AUD,2025-04-26T09:58:08.991203,crypto,28.24.230.7,************8583
80d9e480-9dfe-4e47-92f5-f515fc630869,user_11,243.84,USD,2025-04-26T14:05:08.991223,crypto,16.200.206.186,************7216
7d646cc9-7af9-4134-a84b-c1d56c0527ff,user_4,994.08,EUR,2025-04-20T11:07:08.991243,paypal,117.197.243.101,************8575
effeebc9-73ef-4619-a8f5-227f9e729d48,user_15,4443.85,CAD,2025-04-20T19:52:08.991265,credit_card,221.90.244.252,************7046
7189094d-9124-4137-a6aa-1f9cd127b68b,user_16,2977.84,JPY,2025-04-20T11:35:08.991284,debit_card,188.98.85.42,************5238
b42faea7-fa67-40e7-995f-a2cfbc8dece5,user_7,4320.59,GBP,2025-04-22T06:26:08.991304,bank_transfer,108.105.111.253,************5545
b12a04df-7558-42da-b940-8ba0279eaf90,user_14,2539.4,JPY,2025-04-27T00:51:08.991323,bank_transfer,126.94.32.10,************5967
4df0ce29-9369-49cf-afef-8466255f9b45,user_18,89.02,USD,2025-04-19T23:45:08.991343,crypto,204.108.92.38,************4473
2009c7e0-e3a9-49a6-ac9c-f189db54dcc8,user_20,2161.36,EUR,2025-04-20T12:36:08.991362,debit_card,135.111.50.44,************9433
97e99f4a-5752-4418-805b-48c6370c97ce,user_16,1982.47,JPY,2025-04-24T18:12:08.991381,paypal,27.67.3.135,************6521
38f657e2-2e88-4735-9ebf-37542b47d7da,user_5,343.73,AUD,2025-04-20T20:36:08.991402,credit_card,69.107.44.200,************7606
0097df1a-39b5-4a1d-bcd6-8533e4f105e0,user_9,77.87,GBP,2025-04-24T00:16:08.991422,credit_card,123.234.25.238,************8013
1862dd5e-cbf4-4565-a48a-d8bc1377f56b,user_3,4455.25,USD,2025-04-20T02:01:08.991442,paypal,173.54.102.198,************1135
d9cb645f-faa3-4631-a4e1-45156d77e75a,user_20,2129.8,CAD,2025-04-19T14:39:08.991461,debit_card,154.55.128.110,************5376
f7aff892-8160-4702-983b-d1487eb48f6d,user_6,3430.53,CAD,2025-04-22T16:01:08.991482,credit_card,74.16.143.52,************3256
14b960dd-a0b4-4119-a147-a3ed0480a6b7,user_19,3751.28,USD,2025-04-21T09:47:08.991509,credit_card,171.120.2.125,************3030
2776d27b-fbb1-433d-a9cf-1b19aa7767a1,user_2,4208.58,GBP,2025-04-20T17:42:08.991529,credit_card,55.64.22.158,************3961
5afb0752-0edc-440f-bd2d-c4e1d7014864,user_12,401.01,JPY,2025-04-25T13:48:08.991549,bank_transfer,40.50.188.165,************9448
90a6108d-6d24-4055-abf2-6ec5f8aeae40,user_11,116.3,CAD,2025-04-24T23:49:08.991568,paypal,106.65.255.160,************8062
ed9d1e30-0483-4dde-b2e4-db1a14d8ac22,user_9,3589.58,CAD,2025-04-22T14:46:08.991588,paypal,25.19.14.187,************6958
8abcbd2f-5f0a-4cc3-bd8b-3cb4b07d335c,user_13,1265.0,USD,2025-04-24T23:26:08.991607,credit_card,115.56.113.218,************9929
35475715-6883-468d-a741-759ef5ecb903,user_8,2590.53,GBP,2025-04-22T06:51:08.991626,paypal,211.87.96.77,************8771
0d1665d6-31ee-404c-8b8e-152c53e1e801,user_14,4917.23,CAD,2025-04-24T18:53:08.991646,crypto,80.49.94.27,************4620
a6e5ef35-d7c5-4cd3-b8ee-a6f3672ea65b,user_16,3190.62,EUR,2025-04-25T10:39:08.991666,credit_card,165.167.74.139,************8611
c276cc9c-287a-4b9a-be83-f33ea044d560,user_17,1976.04,EUR,2025-04-22T03:29:08.991686,crypto,30.97.169.46,************6839
91f88e5d-b73d-4905-a5c1-0831f9a567dd,user_15,1052.52,JPY,2025-04-20T01:36:08.991706,bank_transfer,192.243.26.43,************8346
f6f70899-63db-4bc5-bfe5-414a7a974451,user_18,4803.17,GBP,2025-04-26T23:40:08.991726,crypto,246.195.35.78,************8725
94c1700c-deeb-4f39-9c39-48751f83b03d,user_20,1218.56,JPY,2025-04-24T18:47:08.991745,bank_transfer,209.141.26.109,************6599
392a9013-844f-4d8b-9112-cbff5f0f9563,user_2,4634.58,GBP,2025-04-22T22:49:08.991765,paypal,145.111.161.20,************7940
67042ba3-520d-421c-b938-c1196025cfa5,user_3,3901.93,JPY,2025-04-19T17:07:08.991784,paypal,17.238.188.149,************6387
b4f22b3c-3add-49a3-be6c-21e4371fd8c2,user_15,3271.65,AUD,2025-04-22T02:25:08.991804,credit_card,60.131.218.244,************8639
3139dffb-751f-4c94-b666-368a53af03c7,user_10,4843.03,AUD,2025-04-23T04:54:08.991824,debit_card,123.24.107.151,************2360
c9ae40af-5b38-4d50-bb68-4370056398a7,user_11,4966.1,EUR,2025-04-25T03:32:08.991844,paypal,186.231.167.187,************4231
bb4e1f08-3121-4bd0-a437-4102e77e1331,user_18,3135.64,EUR,2025-04-19T09:46:08.991864,paypal,227.100.174.222,************4296
63c8bf76-3cea-470e-acb3-247d76951e9e,user_4,3025.6,USD,2025-04-20T13:51:08.991884,paypal,236.112.47.230,************4891
efe0ff9d-ab45-4251-a06f-3a525650170c,user_1,4221.43,GBP,2025-04-22T19:55:08.991903,credit_card,202.139.57.138,************6118
48a3793c-59da-4cc6-bcf7-1dc401d4b196,user_10,639.7,EUR,2025-04-24T22:03:08.991923,bank_transfer,221.37.105.218,************4842
6120e0cd-f53c-43b5-90fd-a0050f0b2954,user_1,1566.1,CAD,2025-04-24T11:13:08.991946,credit_card,148.13.84.102,************5932
4cd0997a-5301-4aec-8515-f79f9dfe7683,user_1,4078.97,GBP,2025-04-25T12:40:08.991966,bank_transfer,140.246.90.33,************6678
